datetime,user,text,group_id,clean_text,year,quarter,month
2025-06-27 23:21:34,👱🏻‍♀️ キャシー,But I seems to feel some baby movements just now.,2025 NOV SG Mummys,seems feel baby movements,2025,2,6
2025-06-27 23:22:26,Yud,Ya I learnt it from some other mummies also then my hubby got so excited to try,2025 NOV SG Mummys,ya learnt mummies also hubby got excited try,2025,2,6
2025-06-27 23:23:00,Yud,"Ya I started feeling it beginning of the week, then can help my hubby to locate whr to listen using the AirPod 😂 ‎<This message was edited>",2025 NOV SG Mummys,ya started feeling beginning week help hubby locate whr listen using airpod ‎this message edited,2025,2,6
2025-06-27 23:24:47,Leona,Hihi! How many weeks are you? I’ve been trying but no avail 😅,2025 NOV SG Mummys,hihi many weeks ’ trying avail,2025,2,6
2025-06-27 23:26:39,Yud,I’m 19weeks now,2025 NOV SG Mummys,’ weeks,2025,2,6
2025-06-27 23:26:54,Leona,Ooooo~ thanks for sharing!!,2025 NOV SG Mummys,thanks sharing,2025,2,6
2025-06-27 23:27:13,Yud,Nps share the good things hahaha,2025 NOV SG Mummys,nps share good things hahaha,2025,2,6
2025-06-28 15:14:29,ღᑕTᗰYღ,"i just tried , so cool . i listen to my own heartbeat also 😂😂😂",2025 NOV SG Mummys,tried cool listen heartbeat also,2025,2,6
2025-06-28 15:15:06,ღᑕTᗰYღ,"my elder girl listen then she say didi drinking water ""glup glup glup"" 😂😂😂",2025 NOV SG Mummys,elder girl listen say didi drinking water glup glup glup,2025,2,6
2025-06-28 15:15:40,Yud,Ya swimming inside 😂,2025 NOV SG Mummys,ya swimming inside,2025,2,6
2025-06-28 15:16:35,ღᑕTᗰYღ,"i felt it last week , doing some stretching inside 😂",2025 NOV SG Mummys,felt last week stretching inside,2025,2,6
2025-06-28 15:19:51,Yud,Ya sometimes can feel sudden kick 😂,2025 NOV SG Mummys,ya sometimes feel sudden kick,2025,2,6
2025-06-28 15:28:07,Liana,"I just wanna say. If your babies usually kick morning. Baby is a morning baby, if at night is a night baby",2025 NOV SG Mummys,wan na say babies usually kick morning baby morning baby night night baby,2025,2,6
2025-06-28 15:28:15,Liana,"If kick alot is a active baby, if don't kick alot is a chill baby lol",2025 NOV SG Mummys,kick alot active baby dont kick alot chill baby lol,2025,2,6
2025-06-28 15:28:40,Liana,Cos my first one kick alot in the morning and very hard. Come out very active and morning baby lol,2025 NOV SG Mummys,cos first one kick alot morning hard come active morning baby lol,2025,2,6
2025-06-28 15:29:24,farhah,my baby now quite good. very active in the morning/day time and sleep at night.,2025 NOV SG Mummys,baby quite good active morningday time sleep night,2025,2,6
2025-06-28 15:29:56,farhah,i everyday say please keep up this way hahaha. so when you born i can sleep at night,2025 NOV SG Mummys,everyday say please keep way hahaha born sleep night,2025,2,6
2025-06-28 15:30:30,Debbie,Mine is night baby hahaha,2025 NOV SG Mummys,mine night baby hahaha,2025,2,6
2025-06-28 15:31:10,Debbie,"Or when hungry will kick ,baby ‎<This message was edited>",2025 NOV SG Mummys,hungry kick baby ‎this message edited,2025,2,6
2025-06-28 15:31:12,Ningsta,"Mine like whole day leh! Esp after meals or snacks. At night when I sleep halfway and flip, the baby also flip 😂",2025 NOV SG Mummys,mine like whole day leh esp meals snacks night sleep halfway flip baby also flip,2025,2,6
2025-06-28 15:31:22,Debbie,Yes,2025 NOV SG Mummys,yes,2025,2,6
2025-06-28 15:31:41,Liana,Gentle request for food,2025 NOV SG Mummys,gentle request food,2025,2,6
2025-06-28 15:31:48,farhah,mine will only start active kicking like 4am. from 9pm-12am still quite ok,2025 NOV SG Mummys,mine start active kicking like pmam still quite ok,2025,2,6
2025-06-28 15:31:58,Debbie,"When im hungry, I didn’t eat at first. Then baby will kick kick kick. Say she hungry. Go eat food now 🤣🤣🤣🤭",2025 NOV SG Mummys,im hungry ’ eat first baby kick kick kick say hungry go eat food,2025,2,6
2025-06-28 15:32:16,Debbie,After 30mins become baby eating. She kick kick kick again.,2025 NOV SG Mummys,mins become baby eating kick kick kick,2025,2,6
2025-06-28 15:32:20,Debbie,Then sleep back,2025 NOV SG Mummys,sleep back,2025,2,6
2025-06-28 15:33:10,Yud,I always feel it at night oh no,2025 NOV SG Mummys,always feel night oh,2025,2,6
2025-06-28 15:35:03,👱🏻‍♀️ キャシー,"Hahahah I agree with this. My first born also. Super active inside, come out wah ji active.",2025 NOV SG Mummys,hahahah agree first born also super active inside come wah ji active,2025,2,6
2025-06-28 15:42:46,farhah,"hahaha super agree with this. my first born also. super active inside, now super mega active",2025 NOV SG Mummys,hahaha super agree first born also super active inside super mega active,2025,2,6
2025-06-28 15:42:58,Debbie,Yes. Mine too.,2025 NOV SG Mummys,yes mine,2025,2,6
2025-06-28 15:47:22,erica brielle teo,how far along did y'all start feeling baby!!,2025 NOV SG Mummys,far along yall start feeling baby,2025,2,6
2025-06-28 15:48:30,Clairis,My first born too esp at night when I want to slp he will keep moving and kicking at one side only..,2025 NOV SG Mummys,first born esp night want slp keep moving kicking one side,2025,2,6
2025-06-28 15:49:17,farhah,"i started feeling at week 18-19, started with flutters. maybe also because i’ve posterior placenta that’s why can feel the kicks faster.",2025 NOV SG Mummys,started feeling week started flutters maybe also ’ posterior placenta ’ feel kicks faster,2025,2,6
2025-06-28 15:58:00,erica brielle teo,omg okay i'm looking forward! haven't felt any flutters yet😬,2025 NOV SG Mummys,omg okay im looking forward havent felt flutters yet,2025,2,6
2025-06-28 15:58:12,farhah,how far along are you?,2025 NOV SG Mummys,far along,2025,2,6
2025-06-28 15:58:26,erica brielle teo,19 weeks!,2025 NOV SG Mummys,weeks,2025,2,6
2025-06-28 15:58:43,farhah,is this your first pregnancy?,2025 NOV SG Mummys,first pregnancy,2025,2,6
2025-06-28 15:58:58,farhah,my first one i can only felt the flutters at 22 weeks 🥲,2025 NOV SG Mummys,first one felt flutters weeks,2025,2,6
2025-06-28 16:05:59,erica brielle teo,yup,2025 NOV SG Mummys,yup,2025,2,6
2025-06-28 16:06:07,Liana,Soon lol,2025 NOV SG Mummys,soon lol,2025,2,6
2025-06-28 16:06:19,erica brielle teo,oh no okay hahaha few more weeks then!!,2025 NOV SG Mummys,oh okay hahaha weeks,2025,2,6
2025-06-28 16:06:37,Liana,My second one and my boy is 75 percentile and a kicker so I feel him alot lol,2025 NOV SG Mummys,second one boy percentile kicker feel alot lol,2025,2,6
2025-06-28 16:24:28,ღᑕTᗰYღ,i think #2 pregnancy onwards then will feel the kicking/moving sooner than ftm .,2025 NOV SG Mummys,think pregnancy onwards feel kickingmoving sooner ftm,2025,2,6
2025-06-28 16:25:09,ღᑕTᗰYღ,"my #1 and #2 almost 7mths then got i tummy . now , my tummy feel like when i giving birth to my #1 .",2025 NOV SG Mummys,almost mths got tummy tummy feel like giving birth,2025,2,6
2025-06-28 16:50:23,Yud,Initially I tot I had muscle twitching but it’s actually baby movement especially at the below belly button there,2025 NOV SG Mummys,initially tot muscle twitching ’ actually baby movement especially belly button,2025,2,6
2025-06-28 16:50:35,Yud,I’m also ftm,2025 NOV SG Mummys,’ also ftm,2025,2,6
2025-06-28 18:29:27,Gina 🧸,Sameeee my first one is bigggg. Every movement is like a jab to the gut hahaha will get a shock,2025 NOV SG Mummys,first one big every movement like jab gut hahaha get shock,2025,2,6
2025-06-28 18:29:49,Gina 🧸,"Now w a girl, the movement is lighter and gentle?? Maybe that will change in third tri 😂",2025 NOV SG Mummys,w girl movement lighter gentle maybe change third tri,2025,2,6
2025-06-28 21:37:50,👱🏻‍♀️ キャシー,I tried this but I can’t hear anything. Lol.,2025 NOV SG Mummys,tried ’ hear anything lol,2025,2,6
2025-06-28 21:37:56,👱🏻‍♀️ キャシー,Only can hear background sound more,2025 NOV SG Mummys,hear background sound,2025,2,6
2025-06-28 21:44:24,Yud,Initially I had this issue too but I kept trying until get the hang of it,2025 NOV SG Mummys,initially issue kept trying get hang,2025,2,6
2025-06-28 21:55:07,👱🏻‍♀️ キャシー,Where did you place the phone at?,2025 NOV SG Mummys,place phone,2025,2,6
2025-06-28 22:17:15,Yud,Closer to my belly button there or slightly below,2025 NOV SG Mummys,closer belly button slightly,2025,2,6
2025-06-28 22:49:55,ღᑕTᗰYღ,you need a quiet background .,2025 NOV SG Mummys,need quiet background,2025,2,6
2025-06-28 22:50:04,ღᑕTᗰYღ,focus on the sound .,2025 NOV SG Mummys,focus sound,2025,2,6
2025-06-28 22:50:51,ღᑕTᗰYღ,you place your phone speaker on your tummy . i heard mine at the left side of the belly button .,2025 NOV SG Mummys,place phone speaker tummy heard mine left side belly button,2025,2,6
2025-06-28 23:25:58,👱🏻‍♀️ キャシー,I did but can’t hear anything.,2025 NOV SG Mummys,’ hear anything,2025,2,6
2025-06-28 23:26:19,👱🏻‍♀️ キャシー,But baby was moving when I place my phone on my belly,2025 NOV SG Mummys,baby moving place phone belly,2025,2,6
2025-06-28 23:26:33,👱🏻‍♀️ キャシー,I could feel movements just can hear anything. 😅,2025 NOV SG Mummys,could feel movements hear anything,2025,2,6
2025-06-29 08:23:48,Roo 🌈,Same for me. I’m at my week 22 today but I can’t hear anything. 😂,2025 NOV SG Mummys,’ week today ’ hear anything,2025,2,6
2025-06-29 09:49:10,ღᑕTᗰYღ,"hahaha ! don't worry mummies , this is just for fun 😂 listen to the real heartbeat during check up 😁",2025 NOV SG Mummys,hahaha dont worry mummies fun listen real heartbeat check,2025,2,6
2025-06-29 10:21:17,👱🏻‍♀️ キャシー,Haha yea I just had my review yesterday,2025 NOV SG Mummys,haha yea review yesterday,2025,2,6
2025-06-29 10:21:30,👱🏻‍♀️ キャシー,Coming Wednesday got 2nd detailed check,2025 NOV SG Mummys,coming wednesday got nd detailed check,2025,2,6
2025-06-29 10:50:53,Yud,Ya ya for fun only 😂,2025 NOV SG Mummys,ya ya fun,2025,2,6
2025-06-29 10:51:07,Yud,Mine next week too can’t wait,2025 NOV SG Mummys,mine next week ’ wait,2025,2,6
2025-06-29 10:55:23,ღᑕTᗰYღ,mine another 2 more weeks 😂,2025 NOV SG Mummys,mine another weeks,2025,2,6
2025-06-29 10:56:46,NH,"Has anyone had their 20 weeks scan done at KKH? Can I know what’s going to happen, if there are any detailed scan about the baby happening then other than the gender?",2025 NOV SG Mummys,anyone weeks scan done kkh know ’ going happen detailed scan baby happening gender,2025,2,6
2025-06-29 11:39:02,ღᑕTᗰYღ,why don't download the app ? easier .,2025 NOV SG Mummys,dont download app easier,2025,2,6
2025-06-29 12:31:13,👱🏻‍♀️ キャシー,I lazy 🤣,2025 NOV SG Mummys,lazy,2025,2,6
2025-06-29 12:35:23,Ningsta,Oh yah I got my collection code the next day after submitting the collection slot i wanted!,2025 NOV SG Mummys,oh yah got collection code next day submitting collection slot wanted,2025,2,6
2025-06-29 12:38:56,Ningsta,"I did mine in Johor but it should be v similar? They will check that the heart has 4 chambers, major organs all present (stomach, kidneys, brain, etc), count the toes, measure the femur length, head and abdomen, estimated fetal weight, size percentile. Mine went super fast coz the doc was super experienced so I could barely catch everything that was happening 😂 ‎<This message was edited>",2025 NOV SG Mummys,mine johor v similar check heart chambers major organs present stomach kidneys brain etc count toes measure femur length head abdomen estimated fetal weight size percentile mine went super fast coz doc super experienced could barely catch everything happening ‎this message edited,2025,2,6
2025-06-29 13:05:10,Jasmine,"Just did mine last Thursday, they checked everything, from heart to kidney to limbs, blood flow, spine etc quite a lot of check, and actually gender is the least of the concern😅",2025 NOV SG Mummys,mine last thursday checked everything heart kidney limbs blood flow spine etc quite lot check actually gender least concern,2025,2,6
2025-06-29 13:36:27,👱🏻‍♀️ キャシー,I think the most importantly is the rest not gender.,2025 NOV SG Mummys,think importantly rest gender,2025,2,6
2025-06-29 13:36:40,👱🏻‍♀️ キャシー,Cause healthy is more important than anything else.,2025 NOV SG Mummys,cause healthy important anything else,2025,2,6
2025-06-29 13:38:24,Jasmine,"Yes! The nurse/ staff basically show you the gender one time then carry on to the rest of the check alrd. The check was relatively details, and they will also explain what they are checking on to you too.",2025 NOV SG Mummys,yes nurse staff basically show gender one time carry rest check alrd check relatively details also explain checking,2025,2,6
2025-06-29 15:07:32,Clairis,I’m going for mine tomorrow.. feeling excited too,2025 NOV SG Mummys,’ going mine tomorrow feeling excited,2025,2,6
2025-06-29 15:10:41,June,"Hi mummies, anyone else feeling bloated, indigestion & nausea still?",2025 NOV SG Mummys,hi mummies anyone else feeling bloated indigestion nausea still,2025,2,6
2025-06-29 15:20:50,Gina 🧸,Does ur detailed scan includes 3d scan?,2025 NOV SG Mummys,ur detailed scan includes scan,2025,2,6
2025-06-29 15:28:02,Erin,"Me 🥲 Thought it’ll get better in the 2nd tri but still having nausea in the evenings, and a lot of gas, keep burping",2025 NOV SG Mummys,thought ’ get better nd tri still nausea evenings lot gas keep burping,2025,2,6
2025-06-29 15:30:39,June,Yes I thought 2nd trimester supposed to be better too 😢,2025 NOV SG Mummys,yes thought nd trimester supposed better,2025,2,6
2025-06-29 15:34:25,Clairis,3d? Dun think so ‎<This message was edited>,2025 NOV SG Mummys,dun think ‎this message edited,2025,2,6
2025-06-29 15:41:46,👱🏻‍♀️ キャシー,Nope mine doesn’t include too.,2025 NOV SG Mummys,nope mine ’ include,2025,2,6
2025-06-29 15:53:59,Gina 🧸,Thinking whether to try anot 😂 but bb may not be in the correct position then waste money,2025 NOV SG Mummys,thinking whether try anot bb may correct position waste money,2025,2,6
2025-06-29 16:05:00,Ningsta,Ohh mine includes 3d for free but got something in front blocking half the face 😆,2025 NOV SG Mummys,ohh mine includes free got something front blocking half face,2025,2,6
2025-06-29 22:26:35,ღᑕTᗰYღ,any mummies doing confinement in local confinement centre ?,2025 NOV SG Mummys,mummies confinement local confinement centre,2025,2,6
2025-06-29 23:29:55,Jassy ❤️,Too expensive 😢,2025 NOV SG Mummys,expensive,2025,2,6
2025-06-30 04:01:20,PG,"Hi mummies just wanna ask, any of yall sleeping on ur right side?",2025 NOV SG Mummys,hi mummies wan na ask yall sleeping ur right side,2025,2,6
2025-06-30 05:55:22,👱🏻‍♀️ キャシー,"Me, most time.",2025 NOV SG Mummys,time,2025,2,6
2025-06-30 06:06:12,farhah,i think i sleep all sides when sleeping except front facing haha. slept left right & back.,2025 NOV SG Mummys,think sleep sides sleeping except front facing haha slept left right back,2025,2,6
2025-06-30 06:31:32,PG,Cos they were saying left sided more recommended but right side shld be fine too right??,2025 NOV SG Mummys,cos saying left sided recommended right side shld fine right,2025,2,6
2025-06-30 07:05:33,👱🏻‍♀️ キャシー,Recommended left side I think it’s okay to sleep on right side too? I just feel right side more comfortable thou so yea,2025 NOV SG Mummys,recommended left side think ’ okay sleep right side feel right side comfortable thou yea,2025,2,6
2025-06-30 07:05:45,👱🏻‍♀️ キャシー,Sometimes I’ll wake up to sleeping on my back also,2025 NOV SG Mummys,sometimes ’ wake sleeping back also,2025,2,6
2025-06-30 07:08:28,Rebecca Chew,I usually sleep on my left.,2025 NOV SG Mummys,usually sleep left,2025,2,6
2025-06-30 07:08:51,Rebecca Chew,I would be doing confinement at a confinement centre in JB,2025 NOV SG Mummys,would confinement confinement centre jb,2025,2,6
2025-06-30 07:15:43,Roo 🌈,I sleep all sides too even for front facing. Cos keep sleeping on one side my hands start to feel numb,2025 NOV SG Mummys,sleep sides even front facing cos keep sleeping one side hands start feel numb,2025,2,6
2025-06-30 07:16:16,Hwee Ping Joanna 🌟,Me too! I sleep all 3 sides every time,2025 NOV SG Mummys,sleep sides every time,2025,2,6
2025-06-30 07:16:26,Hwee Ping Joanna 🌟,Cannot stay in one side. Will feel uncomfortable,2025 NOV SG Mummys,stay one side feel uncomfortable,2025,2,6
2025-06-30 07:21:08,farhah,how you sleep on your tummy!,2025 NOV SG Mummys,sleep tummy,2025,2,6
2025-06-30 07:25:28,farhah,wait front facing means sleep on your back or tummy? haha 😅,2025 NOV SG Mummys,wait front facing means sleep back tummy haha,2025,2,6
2025-06-30 07:26:34,PG,I think mean sleeping on back😂😂,2025 NOV SG Mummys,think mean sleeping back,2025,2,6
2025-06-30 07:26:46,PG,I think now can’t sleep on tummy le will get v uncomfortable,2025 NOV SG Mummys,think ’ sleep tummy le get v uncomfortable,2025,2,6
2025-06-30 07:26:48,farhah,hahaha pregnancy brain.,2025 NOV SG Mummys,hahaha pregnancy brain,2025,2,6
2025-06-30 07:29:12,Roo 🌈,Sorry is back 😂,2025 NOV SG Mummys,sorry back,2025,2,6
2025-06-30 07:35:17,👱🏻‍♀️ キャシー,I think either way of sleeping is fine. There’s no right or wrong. Just our most comfortable sleeping position.,2025 NOV SG Mummys,think either way sleeping fine ’ right wrong comfortable sleeping position,2025,2,6
2025-06-30 07:38:52,PG,Alright thanks mummies❤️🥰,2025 NOV SG Mummys,alright thanks mummies,2025,2,6
2025-06-30 09:22:38,ღᑕTᗰYღ,you confirm already ?,2025 NOV SG Mummys,confirm already,2025,2,6
2025-06-30 09:22:47,Jocelyn Ng,Yes. I placed the deposit already.,2025 NOV SG Mummys,yes placed deposit already,2025,2,6
2025-06-30 09:22:57,Jocelyn Ng,I’ll be going with momley loft.,2025 NOV SG Mummys,’ going momley loft,2025,2,6
2025-06-30 09:23:06,ღᑕTᗰYღ,i'm considering rejoy .,2025 NOV SG Mummys,im considering rejoy,2025,2,6
2025-06-30 09:23:21,ღᑕTᗰYღ,"cause i see the bed . omg , can adjust . looks so comfy also !!",2025 NOV SG Mummys,cause see bed omg adjust looks comfy also,2025,2,6
2025-06-30 09:23:30,Jocelyn Ng,Oh yes. Not bad I went for their tour.,2025 NOV SG Mummys,oh yes bad went tour,2025,2,6
2025-06-30 09:23:44,Jocelyn Ng,And I bought their full massage package,2025 NOV SG Mummys,bought full massage package,2025,2,6
2025-06-30 09:23:56,Jocelyn Ng,But I decided to choose Momley in the end for other reasons.,2025 NOV SG Mummys,decided choose momley end reasons,2025,2,6
2025-06-30 09:23:59,ღᑕTᗰYღ,wah ! hahaha ! you going 14d or 28d ?,2025 NOV SG Mummys,wah hahaha going,2025,2,6
2025-06-30 09:24:40,Jocelyn Ng,"But I think in terms of one stop shop, they are quite good. I just prefer momley’s location - closer to nature.",2025 NOV SG Mummys,think terms one stop shop quite good prefer momley ’ location closer nature,2025,2,6
2025-06-30 09:24:59,ღᑕTᗰYღ,oh ! cause wake up see beach ?,2025 NOV SG Mummys,oh cause wake see beach,2025,2,6
2025-06-30 09:27:21,ღᑕTᗰYღ,i just see the video of the place . looks like it's the chalet ?,2025 NOV SG Mummys,see video place looks like chalet,2025,2,6
2025-06-30 09:29:40,ღᑕTᗰYღ,they team up with hegen . so you will receive the pack also . nice !,2025 NOV SG Mummys,team hegen receive pack also nice,2025,2,6
2025-06-30 09:34:50,Rebecca Chew,JB confinement centres are cheaper,2025 NOV SG Mummys,jb confinement centres cheaper,2025,2,6
2025-06-30 09:35:39,ღᑕTᗰYღ,not a option for me . cause i have 2 kids 😊,2025 NOV SG Mummys,option cause kids,2025,2,6
2025-06-30 09:36:13,Rebecca Chew,Ooh. They are still small? They do have bigger rooms with extra bed to accommodate,2025 NOV SG Mummys,ooh still small bigger rooms extra bed accommodate,2025,2,6
2025-06-30 09:36:59,Jocelyn Ng,The passport for the baby is a headache,2025 NOV SG Mummys,passport baby headache,2025,2,6
2025-06-30 09:37:06,ღᑕTᗰYღ,"3 and 6 . they need to go childcare also , so local is a better choice for me .",2025 NOV SG Mummys,need go childcare also local better choice,2025,2,6
2025-06-30 09:37:33,ღᑕTᗰYღ,i cannot afford to make them travel in and out if they miss me . hahaha ! so only considering local .,2025 NOV SG Mummys,afford make travel miss hahaha considering local,2025,2,6
2025-06-30 09:39:22,ღᑕTᗰYღ,i'll be taking this pregnancy my last . so i need to go relex and reccup before the real headaches come with 3 kiddos at home 😂,2025 NOV SG Mummys,ill taking pregnancy last need go relex reccup real headaches come kiddos home,2025,2,6
2025-06-30 09:50:24,June,"I booked at rejoy, 28D",2025 NOV SG Mummys,booked rejoy,2025,2,6
2025-06-30 09:50:34,June,Maybe can see u there ! Haha,2025 NOV SG Mummys,maybe see u haha,2025,2,6
2025-06-30 09:50:46,ღᑕTᗰYღ,HAHAHA ! when's your edd ?,2025 NOV SG Mummys,hahaha whens edd,2025,2,6
2025-06-30 09:51:13,ღᑕTᗰYღ,my gynae say i will deliver around mid nov . cause my edd 1/12 . and my first 2 is out around 38weeks .,2025 NOV SG Mummys,gynae say deliver around mid nov cause edd first around weeks,2025,2,6
2025-06-30 09:51:17,June,"14 Nov, but should be doing c sec 1-2 weeks earlier",2025 NOV SG Mummys,nov c sec weeks earlier,2025,2,6
2025-06-30 09:51:40,ღᑕTᗰYღ,the deposit is 6k is it ?,2025 NOV SG Mummys,deposit k,2025,2,6
2025-06-30 09:52:17,ღᑕTᗰYღ,like that confirm will see you if i book there . hahaha ! i will meeting rejoy staff at the bbfair this weekend to know more .,2025 NOV SG Mummys,like confirm see book hahaha meeting rejoy staff bbfair weekend know,2025,2,6
2025-06-30 09:52:40,Lyds,Any mummies doing confinement in Jb?,2025 NOV SG Mummys,mummies confinement jb,2025,2,6
2025-06-30 09:52:41,ღᑕTᗰYღ,the sitting bathtub and the bed is what attracts me the most !! hahaha !,2025 NOV SG Mummys,sitting bathtub bed attracts hahaha,2025,2,6
2025-06-30 09:52:46,June,I paid 2k deposit. The remaining nearer to Nov then pay,2025 NOV SG Mummys,paid k deposit remaining nearer nov pay,2025,2,6
2025-06-30 09:53:30,June,Yes the room really nice. I like how they have many staff in the nursery also,2025 NOV SG Mummys,yes room really nice like many staff nursery also,2025,2,6
2025-06-30 09:53:43,ღᑕTᗰYღ,you did some research before confirming rejoy ?,2025 NOV SG Mummys,research confirming rejoy,2025,2,6
2025-06-30 09:54:05,ღᑕTᗰYღ,i haven't went to any tour yet .,2025 NOV SG Mummys,havent went tour yet,2025,2,6
2025-06-30 09:54:28,ღᑕTᗰYღ,but so far i only see rejoy 😂 cause of the sitting bath and bed .,2025 NOV SG Mummys,far see rejoy cause sitting bath bed,2025,2,6
2025-06-30 09:54:47,Rachy 🌻,Yassssss 🙌🏻 me,2025 NOV SG Mummys,yas,2025,2,6
2025-06-30 09:54:53,June,I just browse the options online.  Rejoy is the only one I went to site visit. One of the reason I choose is cause near my house,2025 NOV SG Mummys,browse options online rejoy one went site visit one reason choose cause near house,2025,2,6
2025-06-30 09:55:26,ღᑕTᗰYღ,oh nice ! i think none is near my house except JB 😂 cause i stay woodlands 😂😂😂,2025 NOV SG Mummys,oh nice think none near house except jb cause stay woodlands,2025,2,6
2025-06-30 09:57:21,June,"Ooh, okie. Let me know if u book there hehe. We can meet",2025 NOV SG Mummys,ooh okie let know u book hehe meet,2025,2,6
2025-06-30 09:59:26,ღᑕTᗰYღ,okay ! most probably will confirm end of july after my detail scanning 😁,2025 NOV SG Mummys,okay probably confirm end july detail scanning,2025,2,6
2025-06-30 10:00:18,Lyds,May I know which Cc?,2025 NOV SG Mummys,may know cc,2025,2,6
2025-06-30 10:01:33,Rebecca Chew,Muzi (not sure if I spelled correctly haha),2025 NOV SG Mummys,muzi sure spelled correctly haha,2025,2,6
2025-06-30 10:02:15,Rebecca Chew,Is hotel. Not house,2025 NOV SG Mummys,hotel house,2025,2,6
2025-06-30 10:02:42,Lyds,Wow Capri one? Or the GP one?,2025 NOV SG Mummys,wow capri one gp one,2025,2,6
2025-06-30 10:02:57,Rebecca Chew,GP!,2025 NOV SG Mummys,gp,2025,2,6
2025-06-30 10:03:05,Rebecca Chew,Another one very ex right,2025 NOV SG Mummys,another one ex right,2025,2,6
2025-06-30 10:19:39,Ivy,me! i will be doing at ladies paradise,2025 NOV SG Mummys,ladies paradise,2025,2,6
2025-06-30 10:25:33,Lyds,"Yes, super 🤪",2025 NOV SG Mummys,yes super,2025,2,6
2025-06-30 10:59:21,Gina 🧸,My friend did her confinement at Capelle Singapore and it was really woooowwww,2025 NOV SG Mummys,friend confinement capelle singapore really wo,2025,2,6
2025-06-30 10:59:42,Gina 🧸,I went to visit her and its in a villa ehh super super nice,2025 NOV SG Mummys,went visit villa ehh super super nice,2025,2,6
2025-06-30 11:00:39,ღᑕTᗰYღ,that's over budget liao . HAHHAHA ! 60k barh .,2025 NOV SG Mummys,thats budget liao hahhaha k barh,2025,2,6
2025-06-30 11:01:56,Gina 🧸,"Yahh madness. Hers is $168,000++ for 28 days",2025 NOV SG Mummys,yahh madness days,2025,2,6
2025-06-30 11:02:09,Gina 🧸,Everyday got some workshop or class going on,2025 NOV SG Mummys,everyday got workshop class going,2025,2,6
2025-06-30 11:02:14,ღᑕTᗰYღ,omg 😂😂 this one very over . hahaha !,2025 NOV SG Mummys,omg one hahaha,2025,2,6
2025-06-30 11:02:19,Gina 🧸,Relaxation workshop,2025 NOV SG Mummys,relaxation workshop,2025,2,6
2025-06-30 11:02:22,Gina 🧸,Shiok man,2025 NOV SG Mummys,shiok man,2025,2,6
2025-06-30 11:03:04,ღᑕTᗰYღ,money can earn back . hahaa ! mostly importantly must have a good rest and reccup .,2025 NOV SG Mummys,money earn back hahaa mostly importantly must good rest reccup,2025,2,6
2025-06-30 11:08:05,Joy,How many years do I need to work 🥲🥲🥲🥲,2025 NOV SG Mummys,many years need work,2025,2,6
2025-06-30 11:08:28,Gina 🧸,Really leh 🥲🥲,2025 NOV SG Mummys,really leh,2025,2,6
2025-06-30 11:08:34,Joy,Quite a few years 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😇🤣,2025 NOV SG Mummys,quite years,2025,2,6
2025-06-30 11:08:56,Joy,My child go PG alr I’m still earning back the money HAHAHAHAHA ‎<This message was edited>,2025 NOV SG Mummys,child go pg alr ’ still earning back money hahahahaha ‎this message edited,2025,2,6
