datetime,user,text,group_id,clean_text,year,quarter,month
2025-06-28 00:05:32,b i Z h e N,Me doing pre natal yoga with ohmshanthi 🙋🏻‍♀️,2025 DEC SG Mummys,pre natal yoga ohmshanthi,2025,2,6
2025-06-28 00:05:46,Mai Ho,Ou this is good to know. I didnt grow up (not norm in japan+us) having live in helper so dont really understand the process besides what I have found online googling. Are there any tips for how to interview them well? Things you wish you knew looking back now?,2025 DEC SG Mummys,ou good know didnt grow norm japanus live helper dont really understand process besides found online googling tips interview well things wish knew looking back,2025,2,6
2025-06-28 00:14:17,Ivy,I have nv interview any of my nannies before 😂 for nannies its mainly based on word of mouth lolx especially nannies that are from agencies.,2025 DEC SG Mummys,nv interview nannies nannies mainly based word mouth lolx especially nannies agencies,2025,2,6
2025-06-28 00:14:59,Ivy,But to say which agency is better? Will depends on who is the nanny 😅😆,2025 DEC SG Mummys,say agency better depends nanny,2025,2,6
2025-06-28 00:20:31,Carolyn Gavriella,Can send me too?,2025 DEC SG Mummys,send,2025,2,6
2025-06-28 00:21:07,Jassy ❤️,I can put it here,2025 DEC SG Mummys,put,2025,2,6
2025-06-28 00:21:19,Jassy ❤️,Susan from budget maid Thomson,2025 DEC SG Mummys,susan budget maid thomson,2025,2,6
2025-06-28 00:21:38,Jassy ❤️,You can quote my name Jasmine for discount too . ‎<This message was edited>,2025 DEC SG Mummys,quote name jasmine discount ‎this message edited,2025,2,6
2025-06-28 13:39:17,mx~,"Hihi, can share how you did ur gender reveal? & any ideas where can i get balloon or cake?",2025 DEC SG Mummys,hihi share gender reveal ideas get balloon cake,2025,2,6
2025-06-28 13:40:43,Vern 🍭🦄,A lot of cakes online! Can just google and tons of options will pop up,2025 DEC SG Mummys,lot cakes online google tons options pop,2025,2,6
2025-06-28 13:41:13,mx~,Wa where to get this,2025 DEC SG Mummys,wa get,2025,2,6
2025-06-28 13:42:23,mx~,The cupcake is seperate ?,2025 DEC SG Mummys,cupcake seperate,2025,2,6
2025-06-28 13:42:58,Vern 🍭🦄,Cupcakes and macarons separate yes but there’s a package option for you to choose iirc! ‎<This message was edited>,2025 DEC SG Mummys,cupcakes macarons separate yes ’ package option choose remember correctly ‎this message edited,2025,2,6
2025-06-28 13:43:26,mx~,Is it v sweet,2025 DEC SG Mummys,v sweet,2025,2,6
2025-06-28 13:43:49,Vern 🍭🦄,"Yah it is quite but the chocolate was good, can tell they use high quality chocolate not those greasy Cheap sorts",2025 DEC SG Mummys,yah quite chocolate good tell use high quality chocolate greasy cheap sorts,2025,2,6
2025-06-28 13:44:05,Janie 🌸,I got my gender reveal cake from kekki! Short turnaround time and cake taste yummy ‎<This message was edited>,2025 DEC SG Mummys,got gender reveal cake kekki short turnaround time cake taste yummy ‎this message edited,2025,2,6
2025-06-28 13:44:26,mx~,Do you have pic of the cupcakes? Is it pink also,2025 DEC SG Mummys,pic cupcakes pink also,2025,2,6
2025-06-28 13:44:38,mx~,Do you hav pic 😆,2025 DEC SG Mummys,hav pic,2025,2,6
2025-06-28 13:44:45,Cherie Yu,I did a pull up cake 😊😊,2025 DEC SG Mummys,pull cake,2025,2,6
2025-06-28 13:44:52,Vern 🍭🦄,Yes the insides are pink when you bite into it,2025 DEC SG Mummys,yes insides pink bite,2025,2,6
2025-06-28 13:46:09,Vern 🍭🦄,The insides^,2025 DEC SG Mummys,insides,2025,2,6
2025-06-28 13:48:21,mx~,Wow niceeeeee,2025 DEC SG Mummys,wow nice,2025,2,6
2025-06-28 13:48:32,mx~,But do yall know the results beforehand?,2025 DEC SG Mummys,yall know results beforehand,2025,2,6
2025-06-28 13:48:46,mx~,How to tell them w/o knowing ourselves,2025 DEC SG Mummys,tell wo knowing,2025,2,6
2025-06-28 13:48:52,Vern 🍭🦄,No eh the nurse from my gynae told them,2025 DEC SG Mummys,eh nurse gynae told,2025,2,6
2025-06-28 13:49:08,Janie 🌸,I got my results in an enclosed pdf so I just forward the baker 😊,2025 DEC SG Mummys,got results enclosed pdf forward baker,2025,2,6
2025-06-28 13:49:11,Vern 🍭🦄,So we asked the bakery to message them and the clinic will reply!,2025 DEC SG Mummys,asked bakery message clinic reply,2025,2,6
2025-06-28 13:49:25,Vern 🍭🦄,But you’ll have to tell the clinic too beforehand,2025 DEC SG Mummys,’ tell clinic beforehand,2025,2,6
2025-06-28 14:13:20,Vern 🍭🦄,Hahahaha so cute,2025 DEC SG Mummys,hahahaha cute,2025,2,6
2025-06-28 14:13:59,Hash,"Hahaha, this was for my #1. When my hubs saw the blue confetti, he immediately do the soccer goal pose because he wanted a boy😂",2025 DEC SG Mummys,hahaha hubs saw blue confetti immediately soccer goal pose wanted boy,2025,2,6
2025-06-28 14:15:19,mx~,May i know the price of this,2025 DEC SG Mummys,may know price,2025,2,6
2025-06-28 14:15:58,Hash,Iirc it was about less than $20,2025 DEC SG Mummys,remember correctly less,2025,2,6
2025-06-28 14:16:21,mx~,So ex wor.,2025 DEC SG Mummys,ex wor,2025,2,6
2025-06-28 14:16:57,mx~,Did u buy the materials from spotlight also,2025 DEC SG Mummys,buy materials spotlight also,2025,2,6
2025-06-28 14:18:20,Hash,"Ya, online one really exp. I remembered wanting to buy online also, but when I saw the price, gave me a heart attack. So I went to spotlight",2025 DEC SG Mummys,ya online one really exp remembered wanting buy online also saw price gave heart attack went spotlight,2025,2,6
2025-06-28 14:18:35,Vern 🍭🦄,I did help my friend with her gender reveal,2025 DEC SG Mummys,help friend gender reveal,2025,2,6
2025-06-28 14:18:41,Vern 🍭🦄,I rmb spending like $60+,2025 DEC SG Mummys,rmb spending like,2025,2,6
2025-06-28 14:18:50,Hash,"I did a v simple one. Just balloons and popper. Cause it was me, my mil and 2 cousins. After that we went to Jem and eat dinner lol. Just simple",2025 DEC SG Mummys,v simple one balloons popper cause mil cousins went jem eat dinner laugh loud simple,2025,2,6
2025-06-28 14:18:54,Vern 🍭🦄,That’s really smart tbh,2025 DEC SG Mummys,’ really smart honest,2025,2,6
2025-06-28 14:19:31,Hash,"If you want smth worth it, just buy a small cake. Atleast you can eat it afterwards. I remembered me and hubs spent 1 week+ cleaning the confetti cause we did it at home😂",2025 DEC SG Mummys,want smth worth buy small cake atleast eat afterwards remembered hubs spent week cleaning confetti cause home,2025,2,6
2025-06-28 14:19:49,Hash,"And recently early this year, my hubs found 1 blue confetti behind our tv console HAHAHA",2025 DEC SG Mummys,recently early year hubs found blue confetti behind tv console hahaha,2025,2,6
2025-06-28 14:20:45,Hash,"For #2 gender reveal, it’s gg to be just me hubs and my toddler. We’re gg to do a small cake where we use champagne glass to reveal the colour.",2025 DEC SG Mummys,gender reveal ’ good game hubs toddler ’ good game small cake use champagne glass reveal colour,2025,2,6
2025-06-28 14:20:49,Vern 🍭🦄,Omg I didn’t wanna do this cause I think about all the confetti flying around,2025 DEC SG Mummys,oh god ’ wan na cause think confetti flying around,2025,2,6
2025-06-28 14:21:10,Vern 🍭🦄,And I have dogs so my silly doggies might eat the confetti also😂😂,2025 DEC SG Mummys,dogs silly doggies might eat confetti also,2025,2,6
2025-06-28 14:21:18,Hash,Yeapppp. We only thought about it after we saw the confetti all over our living room😂,2025 DEC SG Mummys,yeap thought saw confetti living room,2025,2,6
2025-06-28 14:21:30,Vern 🍭🦄,Oops? 😂,2025 DEC SG Mummys,oops,2025,2,6
2025-06-28 14:23:17,mx~,I thinking to get cupcakes and everyone gets a bite to see the colour inside,2025 DEC SG Mummys,thinking get cupcakes everyone gets bite see colour inside,2025,2,6
2025-06-28 14:23:29,Hash,That’s a good idea also,2025 DEC SG Mummys,’ good idea also,2025,2,6
2025-06-28 14:23:35,mx~,So everyone can join in. But tot can get more unique ideas hahahahaha,2025 DEC SG Mummys,everyone join tot get unique ideas hahahahaha,2025,2,6
2025-06-28 14:23:51,Hash,Unique ideas=more exp😂,2025 DEC SG Mummys,unique ideasmore exp,2025,2,6
2025-06-28 14:24:10,Hash,My cousin did those harry potter potions reveal thing.,2025 DEC SG Mummys,cousin harry potter potions reveal thing,2025,2,6
2025-06-28 14:24:25,mx~,Ya😵‍💫😂,2025 DEC SG Mummys,ya,2025,2,6
2025-06-28 14:24:57,Vern 🍭🦄,You can get these from butter studio ^,2025 DEC SG Mummys,get butter studio,2025,2,6
2025-06-28 14:25:12,Vern 🍭🦄,They have price for a dozen too,2025 DEC SG Mummys,price dozen,2025,2,6
2025-06-28 14:25:22,Vern 🍭🦄,That’s very true… 😂,2025 DEC SG Mummys,’ true…,2025,2,6
2025-06-28 14:25:31,mx~,Urs $300,2025 DEC SG Mummys,urs,2025,2,6
2025-06-28 14:25:39,mx~,I like. But my husb dont like😂,2025 DEC SG Mummys,like husb dont like,2025,2,6
2025-06-28 14:25:46,Vern 🍭🦄,I think I spend $400+…. 🫠,2025 DEC SG Mummys,think spend …,2025,2,6
2025-06-28 14:26:26,Hash,I will never hear the end from my hubs if I spend $400+ on a gender reveal although I really want to🥲,2025 DEC SG Mummys,never hear end hubs spend gender reveal although really want,2025,2,6
2025-06-28 14:26:28,mx~,I really like urs. Unique enough HAHAHA,2025 DEC SG Mummys,really like urs unique enough hahaha,2025,2,6
2025-06-28 14:26:36,Vern 🍭🦄,But okay lah I just use the “once in a lifetime” mentality to console myself.. 😂,2025 DEC SG Mummys,okay lah use “ lifetime ” mentality console,2025,2,6
2025-06-28 14:26:53,Hash,#girlmath,2025 DEC SG Mummys,girlmath,2025,2,6
2025-06-28 14:30:11,Vern 🍭🦄,Yup,2025 DEC SG Mummys,yup,2025,2,6
2025-06-28 17:24:51,Joey T,"Hi everyone, sorry to sidetrack — just sharing in case anyone is looking for a transfer helper.",2025 DEC SG Mummys,hi everyone sorry sidetrack — sharing case anyone looking transfer helper,2025,2,6
2025-06-28 21:27:36,Hwee Ping Joanna 🌟,awww these are adorable,2025 DEC SG Mummys,aw adorable,2025,2,6
2025-06-28 21:52:34,Vern 🍭🦄,Right! I couldn’t resist!! 🥹🥹,2025 DEC SG Mummys,right ’ resist,2025,2,6
2025-06-28 21:52:45,Vern 🍭🦄,Girls really break the bank… 💸💸💸💸💸,2025 DEC SG Mummys,girls really break bank…,2025,2,6
2025-06-28 21:58:46,YN. ᥫ᭡,sooo cuteee!!!!,2025 DEC SG Mummys,cute,2025,2,6
2025-06-28 21:58:53,YN. ᥫ᭡,this is sooo trueeeeee,2025 DEC SG Mummys,true,2025,2,6
2025-06-28 21:59:08,Vern 🍭🦄,Right!! Everything I see damn cute I wanna buy 😮‍💨😮‍💨,2025 DEC SG Mummys,right everything see damn cute wan na buy,2025,2,6
2025-06-28 21:59:10,YN. ᥫ᭡,then boys colors or prints like very little. probably dinos,2025 DEC SG Mummys,boys colors prints like little probably dinos,2025,2,6
2025-06-28 21:59:11,YN. ᥫ᭡,hahahah,2025 DEC SG Mummys,hahahah,2025,2,6
2025-06-28 21:59:20,Vern 🍭🦄,Or like trucks or cars or smtg hahahaha,2025 DEC SG Mummys,like trucks cars smtg hahahaha,2025,2,6
2025-06-28 21:59:28,YN. ᥫ᭡,ya very simple,2025 DEC SG Mummys,ya simple,2025,2,6
2025-06-28 21:59:32,Vern 🍭🦄,Then girls got sooo many things to buy oh god.,2025 DEC SG Mummys,girls got many things buy oh god,2025,2,6
2025-06-28 21:59:39,Vern 🍭🦄,The hair bows etc!!,2025 DEC SG Mummys,hair bows,2025,2,6
2025-06-28 22:00:10,YN. ᥫ᭡,but easy on pockets tho abit harder to find. like not much choices,2025 DEC SG Mummys,easy pockets tho abit harder find like much choices,2025,2,6
2025-06-28 22:00:25,Vern 🍭🦄,Yeah but boys really can save money I think?! 😂,2025 DEC SG Mummys,yeah boys really save money think,2025,2,6
2025-06-28 22:00:27,YN. ᥫ᭡,i got so many headbands + matching ones lol,2025 DEC SG Mummys,got many headbands matching ones laugh loud,2025,2,6
2025-06-28 22:00:35,YN. ᥫ᭡,yeaaa,2025 DEC SG Mummys,yea,2025,2,6
2025-06-28 22:01:05,YN. ᥫ᭡,"but cos i got a girl for 2nd, cannot do matching cos not enough headband. lol",2025 DEC SG Mummys,cos got girl nd matching cos enough headband laugh loud,2025,2,6
2025-06-28 22:01:18,YN. ᥫ᭡,end up my elder one use the adult one,2025 DEC SG Mummys,end elder one use adult one,2025,2,6
2025-06-28 22:01:19,YN. ᥫ᭡,hahahaha,2025 DEC SG Mummys,hahahaha,2025,2,6
2025-06-28 22:01:39,Vern 🍭🦄,Then…. That just means… it’s time to just buy more 😜🤪🤣,2025 DEC SG Mummys,then… means… ’ time buy,2025,2,6
2025-06-28 22:02:05,YN. ᥫ᭡,no liao. hahaha. matching days are over.,2025 DEC SG Mummys,liao hahaha matching days,2025,2,6
2025-06-28 22:02:05,YN. ᥫ᭡,no time,2025 DEC SG Mummys,time,2025,2,6
2025-06-29 08:46:05,Rachel Khoo,"Hihi mummies, anyone is experiencing heel pain now? I am in week 15 now and my heel is killing me whenever I walk or when I have been sitting for a while and suddenly stand 😭",2025 DEC SG Mummys,hihi mummies anyone experiencing heel pain week heel killing whenever walk sitting suddenly stand,2025,2,6
2025-06-29 09:28:15,Wan Ching,Me! But it happened to me before this pregnancy. Got a pair of custom insoles and the podiatrist asked to do some exercises to strengthen the muscles. It’s better now,2025 DEC SG Mummys,happened pregnancy got pair custom insoles podiatrist asked exercises strengthen muscles ’ better,2025,2,6
2025-06-29 09:30:10,Rachel Khoo,"I am feeling the pain these few days, not sure what to do.",2025 DEC SG Mummys,feeling pain days sure,2025,2,6
2025-06-29 09:30:24,Hwee Ping Joanna 🌟,Ooh I have this before.,2025 DEC SG Mummys,ooh,2025,2,6
2025-06-29 09:30:49,Hwee Ping Joanna 🌟,"Need to massage ur soles. I used tennis ball, roll roll on ur feet, apply a bit of pressure",2025 DEC SG Mummys,need massage soles used tennis ball roll roll feet apply bit pressure,2025,2,6
2025-06-29 09:30:57,Hwee Ping Joanna 🌟,It will relieve the soreness.,2025 DEC SG Mummys,relieve soreness,2025,2,6
2025-06-29 09:31:07,Hwee Ping Joanna 🌟,Then wear more cushion shoes,2025 DEC SG Mummys,wear cushion shoes,2025,2,6
2025-06-29 09:32:27,Rachel Khoo,"I see i see, will try that and i guess need to get shoes for indoors too",2025 DEC SG Mummys,see see try guess need get shoes indoors,2025,2,6
2025-06-29 09:32:35,Hwee Ping Joanna 🌟,It's called plantar fasciitis. But happens to be a lot before I was preg.,2025 DEC SG Mummys,called plantar fasciitis happens lot preg,2025,2,6
2025-06-29 09:33:10,Rachel Khoo,"I see i see, thank you 😊",2025 DEC SG Mummys,see see thank,2025,2,6
2025-06-29 12:53:04,Hash,"I don’t baby wear, but I still carry my 20 months old.",2025 DEC SG Mummys,’ baby wear still carry months old,2025,2,6
2025-06-29 12:53:24,T,Ah I see.. okok!,2025 DEC SG Mummys,ah see okok,2025,2,6
2025-06-29 12:54:17,van💗,"Hihi mummies, what are the supplements or medicines (if any) are you taking now?",2025 DEC SG Mummys,hihi mummies supplements medicines taking,2025,2,6
2025-06-29 12:55:20,Cherie Yu,"My doctor is giving me DHA, calcium and multi vit. I’m going to start on probiotics too for gut health",2025 DEC SG Mummys,doctor giving dha calcium multi vit ’ going start probiotics gut health,2025,2,6
2025-06-29 13:33:46,Fel,"Obimin, DHA, Vit C, Iron & Calcium!",2025 DEC SG Mummys,obimin dha vit c iron calcium,2025,2,6
2025-06-29 13:34:32,Cherie Yu,"I have a funny question, anyone still gagging while brushing teeth? 😅",2025 DEC SG Mummys,funny question anyone still gagging brushing teeth,2025,2,6
2025-06-29 13:35:00,Fel,Omg me! I thought I was weird 😂 only the morning brush though… not sure if cause hungry or what,2025 DEC SG Mummys,oh god thought weird morning brush though… sure cause hungry,2025,2,6
2025-06-29 13:36:40,Cherie Yu,"Hahaha this is my #2 and I have the exact same reaction from brushing teeth, I’m gagging all the time until sometimes it gets quite bad. And it last throughout my first pregnancy.",2025 DEC SG Mummys,hahaha exact reaction brushing teeth ’ gagging time sometimes gets quite bad last throughout first pregnancy,2025,2,6
2025-06-29 13:36:53,Cherie Yu,Wondering if anyone got tips or is it generally all toothpaste,2025 DEC SG Mummys,wondering anyone got tips generally toothpaste,2025,2,6
2025-06-29 16:02:40,Angeline Chow,"Hello all, does anyone have a checklist to share for baby fair next week? Like how many diapers needed for a new born / what are the must have and the quantities? I am at 16 weeks now, so not sure if it is too early to get some of the stuff 😅",2025 DEC SG Mummys,hello anyone checklist share baby fair next week like many diapers needed new born must quantities weeks sure early get stuff,2025,2,6
2025-06-29 16:11:37,Hash,"The baby fair usually happens every 3 months, so if you feel like it’s too early to buy anything now, there will be another one in October.",2025 DEC SG Mummys,baby fair usually happens every months feel like ’ early buy anything another one october,2025,2,6
2025-06-29 16:32:05,Angeline Chow,"Ahh, I seee. Thank you!",2025 DEC SG Mummys,ahh se thank,2025,2,6
2025-06-29 17:58:30,Dinie,"May I know what's a reasonable amount of NB clothes to buy? Since they outgrow it really fast. Also, since the weather here is so hot, shd we get short sleeves or long sleeves?",2025 DEC SG Mummys,may know whats reasonable amount nb clothes buy since outgrow really fast also since weather hot shd get short sleeves long sleeves,2025,2,6
2025-06-29 18:02:30,Hash,"I think less than 20 pieces should be enough. But if no one is gifting you any clothes, you might want to buy a few more, since NB tend to have frequent spit ups and poonamis.",2025 DEC SG Mummys,think less pieces enough one gifting clothes might want buy since nb tend frequent spit ups poonamis,2025,2,6
2025-06-29 18:03:02,Dinie,Thank you! That's really helpful!,2025 DEC SG Mummys,thank thats really helpful,2025,2,6
2025-06-29 18:03:36,Hash,I also dress him in singlet cause it was really hot hahaha,2025 DEC SG Mummys,also dress singlet cause really hot hahaha,2025,2,6
2025-06-29 18:07:52,Belinda,What about when you bring him to places with strong AC?,2025 DEC SG Mummys,bring places strong ac,2025,2,6
2025-06-29 18:08:38,Hash,Still wear short sleeves. He sweats v easily and really hates wearing long pants or sleeves. So we just put on socks for him.,2025 DEC SG Mummys,still wear short sleeves sweats v easily really hates wearing long pants sleeves put socks,2025,2,6
2025-06-29 18:09:32,Hash,I remember bringing him to Jewel when he was a month old. i wore those 3 quarter sleeve onesies. Then just cover his legs with muslin swaddles if I find that it’s too cold. But he always fuss and tries to kick it away,2025 DEC SG Mummys,remember bringing jewel month old wore quarter sleeve onesies cover legs muslin swaddles find ’ cold always fuss tries kick away,2025,2,6
2025-06-29 18:09:55,Belinda,Haha I see. Thanks for the advice !,2025 DEC SG Mummys,haha see thanks advice,2025,2,6
2025-06-29 18:12:00,Shee Ting Ng,"I only buy a few. Last time I took from other mummies who blessed their baby clothes. Also, some relatives will buy new clothes for newborn.",2025 DEC SG Mummys,buy last time took mummies blessed baby clothes also relatives buy new clothes newborn,2025,2,6
2025-06-29 18:13:43,Dinie,Yeah my worry is that they might buy clothes which are slightly bigger in size then I might end up with not enough NB clothes😐,2025 DEC SG Mummys,yeah worry might buy clothes slightly bigger size might end enough nb clothes,2025,2,6
2025-06-29 18:29:25,Hash,You can always buy from Shopee if you don’t have enough NB clothes. I bought some at Kiddy Palace but I do not recommend buying from there because the price is ridiculous.,2025 DEC SG Mummys,always buy shopee ’ enough nb clothes bought kiddy palace recommend buying price ridiculous,2025,2,6
2025-06-29 18:45:46,Anne,"If u don’t mind slightly looser fit, can get 3-6mths clothes. Since hands and feet will be covered with mittens and socks. Also depending on the size of your bb. My first born came around 3.5kg so my LO didn’t wear his NB very long. Probably 2 weeks?",2025 DEC SG Mummys,’ mind slightly looser fit get mths clothes since hands feet covered mittens socks also depending size bb first born came around kg lo ’ wear nb long probably weeks,2025,2,6
2025-06-29 20:39:46,Shee Ting Ng,"I think may depends on baby growth too. Like my son was small baby born at 2.545kg only. We heard others said BB grow very fast n seldom wear NB clothes, but my son with 3% growth rate, his growth speed was slow, so he wore NB clothes for more than 3 months.",2025 DEC SG Mummys,think may depends baby growth like son small baby born kg heard others said bb grow fast n seldom wear nb clothes son growth rate growth speed slow wore nb clothes months,2025,2,6
2025-06-29 21:01:50,Cherie Yu,"Hi guys, anyone knows what’s this year private confinement nanny rate? ‎<This message was edited>",2025 DEC SG Mummys,hi guys anyone knows ’ year private confinement nanny rate ‎this message edited,2025,2,6
2025-06-29 21:06:51,Shee Ting Ng,"I booked the private confinement nanny 28 days ($4000), 42 days ($6000)",2025 DEC SG Mummys,booked private confinement nanny days days,2025,2,6
2025-06-29 21:29:24,mx~,"Hi, anyone can feel a pulse near ur abdomen area?",2025 DEC SG Mummys,hi anyone feel pulse near abdomen area,2025,2,6
2025-06-29 21:59:30,Hash,"Yes, me. When I’m lying still, can feel",2025 DEC SG Mummys,yes ’ lying still feel,2025,2,6
2025-06-29 22:06:48,Dinie,I can feel it too,2025 DEC SG Mummys,feel,2025,2,6
2025-06-30 01:19:41,YN. ᥫ᭡,‎This message was deleted.,2025 DEC SG Mummys,‎,2025,2,6
2025-06-30 01:23:27,YN. ᥫ᭡,i knw this reply is late…. but i did babywear mine. i hv 3 kids.,2025 DEC SG Mummys,knw reply late… babywear mine hv kids,2025,2,6
2025-06-30 12:28:18,Jassy ❤️,Hello I have a mummy friend from Nov gp wanna to sell off her confinement package at jb .,2025 DEC SG Mummys,hello mummy friend nov gp wan na sell confinement package jb,2025,2,6
2025-06-30 12:28:42,Jassy ❤️,She paid the deposit and willing to let go half price for it,2025 DEC SG Mummys,paid deposit willing let go half price,2025,2,6
2025-06-30 12:29:05,Jassy ❤️,Let me know if y’all interested,2025 DEC SG Mummys,let know ’ interested,2025,2,6
2025-06-30 15:32:45,syazwani,"hiii, i’m due 2026 Jan. could i get help to have my request approved for that group too? 😅",2025 DEC SG Mummys,hi ’ due jan could get help request approved group,2025,2,6
2025-06-30 16:19:23,Jassy ❤️,It will take awhile for them to accept,2025 DEC SG Mummys,take awhile accept,2025,2,6
2025-06-30 16:19:29,Jassy ❤️,I’m in 2 gp chat too,2025 DEC SG Mummys,’ gp chat,2025,2,6
2025-06-30 18:39:43,♡Rachel♡ 👦🏻👧🏻👶🏻,"Me, I attended before.",2025 DEC SG Mummys,attended,2025,2,6
2025-06-30 21:09:59,Vern 🍭🦄,Who’s going for the seminar? I’m interested but my friend can’t make it! Anyone interested in going together? ‎<This message was edited>,2025 DEC SG Mummys,’ going seminar ’ interested friend ’ make anyone interested going together ‎this message edited,2025,2,6
2025-07-01 16:12:24,mx~,Hello! Anyone tried kway chap while pregnant? 🤰,2025 DEC SG Mummys,hello anyone tried kway chap pregnant,2025,3,7
2025-07-01 16:13:13,Eve,"i always eat kway chap, are we not supposed to? 😬",2025 DEC SG Mummys,always eat kway chap supposed,2025,3,7
2025-07-01 16:26:10,Jassy ❤️,Can eat Ah,2025 DEC SG Mummys,eat ah,2025,3,7
2025-07-01 16:29:02,mx~,Okok. But bak kut teh cannot right,2025 DEC SG Mummys,okok back keyboard kut teh right,2025,3,7
2025-07-01 16:29:29,Wei🦁,Huh whyyy,2025 DEC SG Mummys,huh,2025,3,7
2025-07-01 16:29:43,Wei🦁,I just ate this morning 😅,2025 DEC SG Mummys,ate morning,2025,3,7
2025-07-01 16:30:10,mx~,"All along i tot braised duck, kway chap all these have chinese herbs.",2025 DEC SG Mummys,along tot braised duck kway chap chinese herbs,2025,3,7
2025-07-01 16:30:16,mx~,And bak kut teh have dang gui,2025 DEC SG Mummys,back keyboard kut teh dang gui,2025,3,7
2025-07-01 16:34:22,Jassy ❤️,Can eat Ah .,2025 DEC SG Mummys,eat ah,2025,3,7
2025-07-01 16:37:00,Hwee Ping Joanna 🌟,i feel like everything can eat leh. as long as its well cooked and eat in moderation :),2025 DEC SG Mummys,feel like everything eat leh long well cooked eat moderation,2025,3,7
2025-07-01 16:37:02,Wei🦁,Oops I didn't think so much 🫠 but that is the reason why I avoid dian xiao er duck even though the craving is strong haha,2025 DEC SG Mummys,oops didnt think much reason avoid dian xiao er duck even though craving strong haha,2025,3,7
2025-07-01 16:37:19,Hwee Ping Joanna 🌟,but i dn eat much of shell products. like oysters or hum,2025 DEC SG Mummys,dn eat much shell products like oysters hum,2025,3,7
2025-07-01 16:37:29,Wei🦁,Haha then you guys also got eat dian xiao er duck?,2025 DEC SG Mummys,haha guys also got eat dian xiao er duck,2025,3,7
2025-07-01 16:38:29,Hwee Ping Joanna 🌟,"i was very happy when subway was open near my house, but my husband reminded me that i can't eat since its mostly deli cold products. and their salad not very safe to eat",2025 DEC SG Mummys,happy subway open near house husband reminded cant eat since mostly deli cold products salad safe eat,2025,3,7
2025-07-01 16:44:06,Shee Ting Ng,I eat lei. But reduce the portion like 2-3 pieces.,2025 DEC SG Mummys,eat lei reduce portion like pieces,2025,3,7
2025-07-01 16:44:20,mx~,Some told me subway vege is safe to eat,2025 DEC SG Mummys,told subway vege safe eat,2025,3,7
